Pseudo Store ID,Latitude,Longitude,Visits,Chain
100562,36.62505182,-93.21704412,41305,Casey's General Store
100563,39.17774115,-89.66138898,34454,Casey's General Store
100564,37.2746854,-97.17216835,23567,Casey's General Store
100565,42.30349849,-93.30908433,21408,Casey's General Store
100566,40.63954085,-91.5602115,81013,Casey's General Store
100567,41.77907868,-89.67619084,25662,Casey's General Store
100568,45.21957107,-96.62594945,36284,Casey's General Store
100569,40.76545889,-95.37147968,17367,Casey's General Store
100570,42.22921279,-96.22199477,19299,Casey's General Store
100571,37.17055273,-87.68522062,70695,Casey's General Store
100572,41.70531251,-93.58196235,109640,Casey's General Store
100573,40.98666563,-95.09917993,26295,Casey's General Store
100574,41.83760116,-96.71142254,61618,Casey's General Store
100575,39.11740857,-94.93815413,53777,Casey's General Store
100576,41.78841556,-90.25635727,29814,Casey's General Store
100577,37.78458441,-89.02617892,32514,Casey's General Store
100578,41.97042737,-91.67667668,19560,Casey's General Store
100579,40.93473293,-94.98485429,35348,Casey's General Store
100580,40.4775336,-85.95669578,50574,Casey's General Store
100581,37.07939243,-97.04046784,38733,Casey's General Store
100582,38.60878407,-86.11855894,35831,Casey's General Store
100583,40.74860445,-88.41106554,35030,Casey's General Store
100584,36.45413022,-89.92023241,30020,Casey's General Store
100585,41.80788078,-89.95695962,32174,Casey's General Store
100586,39.01708031,-96.83019163,47655,Casey's General Store
100587,43.3201046,-95.14939454,30945,Casey's General Store
100588,39.4945674,-87.2670015,60516,Casey's General Store
100589,41.92021546,-88.68836999,14604,Casey's General Store
100590,40.73732057,-89.02444366,91593,Casey's General Store
100591,42.39843414,-94.63719784,30059,Casey's General Store
100592,39.35446377,-93.49650493,31611,Casey's General Store
100593,40.98889787,-91.96362216,66601,Casey's General Store
100594,37.11317836,-94.47691216,67625,Casey's General Store
100595,40.83467271,-96.63088922,57358,Casey's General Store
100596,40.9193323,-98.35427683,48732,Casey's General Store
100597,40.30514822,-89.60168207,21789,Casey's General Store
100598,38.70383955,-93.20821142,51799,Casey's General Store
100599,40.19103867,-92.5827494,41138,Casey's General Store
100600,35.8436482,-83.5698338,89955,Casey's General Store
100601,41.25007825,-89.9242378,35494,Casey's General Store
100602,40.57423918,-85.67603307,47454,Casey's General Store
100603,36.34041183,-92.3874538,118064,Casey's General Store
100604,39.84912297,-86.8028668,43918,Casey's General Store
100605,35.65250415,-97.51345042,35300,Casey's General Store
100606,42.06353613,-94.86085567,75793,Casey's General Store
100607,41.51126932,-92.07690648,30851,Casey's General Store
100608,44.7696685,-94.133826,15134,Casey's General Store
100609,35.49283619,-97.74206039,30386,Casey's General Store
100610,39.17378206,-96.55991233,101049,Casey's General Store
100611,40.19839494,-100.6278244,22356,Casey's General Store
100612,42.4545587,-92.40729606,59564,Casey's General Store
100613,38.54303236,-89.61261795,34330,Casey's General Store
100614,36.43647597,-95.27236971,95578,Casey's General Store
100615,41.64121373,-91.51970637,26486,Casey's General Store
100616,40.52705546,-89.49377423,20970,Casey's General Store
100617,39.03773752,-90.14444565,54778,Casey's General Store
100618,45.99014844,-94.35231963,18789,Casey's General Store
100619,41.28157041,-96.0534387,73467,Casey's General Store
100620,38.34586631,-98.20242998,39252,Casey's General Store
100621,41.21153665,-90.58607535,33212,Casey's General Store
100622,41.014815,-93.31558197,21501,Casey's General Store
100623,41.014815,-93.31558197,21501,Casey's General Store
100624,39.40366932,-87.69294796,94266,Casey's General Store
100625,41.58391648,-94.19675536,20160,Casey's General Store
100626,46.87609543,-96.88226073,39910,Casey's General Store
100627,41.43242778,-97.37524165,15942,Casey's General Store
100628,38.28834261,-86.95621925,22843,Casey's General Store
100629,43.88737951,-94.16786298,24904,Casey's General Store
100630,38.28857708,-95.24470195,15149,Casey's General Store
100631,39.37434833,-87.38910034,86207,Casey's General Store
100632,38.88521789,-99.30819112,27276,Casey's General Store
100633,41.00577243,-92.42844478,25406,Casey's General Store
100634,45.46246031,-98.47506204,15875,Casey's General Store
100635,45.33544558,-97.51955772,23682,Casey's General Store
100636,41.17778518,-89.65986884,20532,Casey's General Store
100637,38.36711251,-93.76552132,65065,Casey's General Store
100638,39.45928348,-98.09179569,120580,Casey's General Store
100639,39.82245649,-88.98002454,49576,Casey's General Store
100640,37.72240486,-97.13455945,59055,Casey's General Store
100641,37.04740133,-100.9216241,59452,Casey's General Store
100642,42.187971,-88.10227134,13979,Casey's General Store
100643,41.35545358,-93.55880133,27035,Casey's General Store
100644,35.33490611,-97.54688206,32259,Casey's General Store
100645,41.5894484,-91.02620871,29043,Casey's General Store
100646,41.5894484,-91.02620871,29043,Casey's General Store
100647,35.49295175,-97.52918965,45701,Casey's General Store
100648,42.98245352,-97.86189055,40514,Casey's General Store
100649,43.10529843,-93.60279092,23302,Casey's General Store
100650,38.34645203,-92.58370483,92087,Casey's General Store
100651,41.29850756,-91.67062559,35169,Casey's General Store
100652,42.89023866,-92.81262001,34583,Casey's General Store
100653,42.18835002,-93.57441118,73701,Casey's General Store
100654,41.65970385,-88.5411519,56505,Casey's General Store
100655,40.80009665,-91.1405084,60198,Casey's General Store
100656,40.71051155,-94.22289091,77741,Casey's General Store
100657,37.82607481,-96.29365892,29515,Casey's General Store
100658,35.46488936,-97.76093639,39269,Casey's General Store
100659,39.7911857,-94.79690805,60808,Casey's General Store
100660,41.162378,-96.02700544,21580,Casey's General Store
100661,37.03761781,-100.9055032,80443,Casey's General Store
100662,42.62768875,-96.2922905,31041,Casey's General Store
100663,40.49786394,-88.99489701,76258,Casey's General Store
100664,40.34325097,-88.76152535,73794,Casey's General Store
100665,40.79215307,-96.70802945,28621,Casey's General Store
100666,36.15324943,-94.18343632,91809,Casey's General Store
100667,41.73836545,-95.70277794,36166,Casey's General Store
100668,34.74144408,-92.33391897,29522,Casey's General Store
100669,42.71552785,-92.47640798,65954,Casey's General Store
100670,38.82494968,-90.06652356,27705,Casey's General Store
100671,42.13521409,-98.03726134,78020,Casey's General Store
100672,41.44363966,-90.58474916,56777,Casey's General Store
100673,40.45026632,-89.0197825,60480,Casey's General Store
100674,38.43874375,-91.01982048,21871,Casey's General Store
100675,41.57017805,-93.71354192,25506,Casey's General Store
100676,38.96026261,-95.33039201,64926,Casey's General Store
100677,38.50410883,-96.26269518,15414,Casey's General Store
100678,41.97942362,-91.68164433,30223,Casey's General Store
100679,39.4373314,-88.59372505,33946,Casey's General Store
100680,38.19094718,-94.02679095,51097,Casey's General Store
100681,40.6071079,-88.99041431,69503,Casey's General Store
100682,40.10755884,-87.77780347,27413,Casey's General Store
100683,40.52260889,-92.52507769,17652,Casey's General Store
100684,45.82851656,-93.43046706,79916,Casey's General Store
100685,42.75323005,-88.20916483,29081,Casey's General Store
100686,44.2966332,-96.79423064,14929,Casey's General Store
100687,41.66400427,-91.53271038,83711,Casey's General Store
100688,39.2903714,-86.78080464,36640,Casey's General Store
100689,41.60864179,-90.33443148,34577,Casey's General Store
100690,37.81661577,-96.88908768,69460,Casey's General Store
100691,41.90434049,-88.06167288,42198,Casey's General Store
100692,39.84189288,-84.3115165,50820,Casey's General Store
100693,40.12687495,-88.6461596,21509,Casey's General Store
100694,39.1383303,-94.1949716,51472,Casey's General Store
100695,47.40324716,-97.07016859,61735,Casey's General Store
100696,44.03408716,-88.57468823,32979,Casey's General Store
100697,40.49324123,-90.19358467,25679,Casey's General Store
100698,41.00571255,-95.58546233,26531,Casey's General Store
100699,46.87689771,-96.70840235,14586,Casey's General Store
100700,45.07962807,-94.18972887,18481,Casey's General Store
100701,40.8358311,-96.72711678,42347,Casey's General Store
100702,42.86033405,-97.89289789,22884,Casey's General Store
100703,41.52714289,-93.64156798,76550,Casey's General Store
100704,41.73229424,-93.62201568,20631,Casey's General Store
100705,38.62191897,-93.40965482,27689,Casey's General Store
100706,41.28878332,-88.25601039,28996,Casey's General Store
100707,42.2682073,-90.42821847,31163,Casey's General Store
100708,39.30560006,-87.99233092,75307,Casey's General Store
100709,39.10760451,-93.19541947,26460,Casey's General Store
100710,41.35652248,-88.84618426,37015,Casey's General Store
100711,37.56375024,-97.36976643,23218,Casey's General Store
100712,38.75325157,-95.83265312,18702,Casey's General Store
100713,35.50727131,-97.72407695,15667,Casey's General Store
100714,43.06539108,-92.31758205,22777,Casey's General Store
100715,41.32711337,-93.1088536,34615,Casey's General Store
100716,42.9823202,-95.68429925,29737,Casey's General Store
100717,43.55272728,-96.76043118,25351,Casey's General Store
100718,46.12900173,-98.09133558,25151,Casey's General Store
100719,41.43435855,-87.33651295,48629,Casey's General Store
100720,37.13498873,-93.29540394,65447,Casey's General Store
100721,40.11284259,-87.24804343,121496,Casey's General Store
100722,44.05019447,-94.40497572,39295,Casey's General Store
100723,39.60624706,-90.80236263,110641,Casey's General Store
100724,41.21299398,-92.43532776,18541,Casey's General Store
100725,38.84926179,-97.59325449,30207,Casey's General Store
100726,42.18313455,-91.77411686,14314,Casey's General Store
100727,39.27925255,-89.8866765,33828,Casey's General Store
100728,37.7276614,-89.20253287,46656,Casey's General Store
100729,44.44902421,-93.16831083,17997,Casey's General Store
100730,42.5159667,-94.21846557,34402,Casey's General Store
100731,37.48615717,-97.24431852,59379,Casey's General Store
100732,41.32384906,-96.157682,72989,Casey's General Store
100733,37.39264003,-97.275349,31957,Casey's General Store
100734,43.29401818,-88.00369202,19593,Casey's General Store
100735,41.37122167,-89.47129827,17038,Casey's General Store
100736,35.20344654,-97.47605976,29785,Casey's General Store
100737,40.20254359,-93.11678655,67929,Casey's General Store
100738,40.94660925,-98.38296051,82832,Casey's General Store
100739,45.12513521,-93.20394415,28829,Casey's General Store
100740,40.38916355,-86.90701516,34099,Casey's General Store
100741,39.76115558,-94.94837914,63811,Casey's General Store
100742,41.64449589,-93.56165703,28493,Casey's General Store
100743,41.64449589,-93.56165703,28493,Casey's General Store
100744,39.42256785,-93.12097509,22770,Casey's General Store
100745,36.30800429,-95.65138368,50136,Casey's General Store
100746,38.89515635,-86.52361987,32354,Casey's General Store
100747,40.42604398,-90.79505014,33607,Casey's General Store
100748,37.08983552,-94.53023929,15984,Casey's General Store
100749,39.89005911,-88.98392782,34953,Casey's General Store
100750,35.80802024,-94.62848784,130841,Casey's General Store
100751,42.58660927,-90.60548205,50236,Casey's General Store
100752,35.46475299,-97.72544416,36923,Casey's General Store
100753,46.92135681,-98.69504637,77523,Casey's General Store
100754,45.01253785,-96.195557,17652,Casey's General Store
100755,43.38636984,-93.94486132,40603,Casey's General Store
100756,41.4546924,-88.26579253,53772,Casey's General Store
100757,41.55590422,-95.89430399,55931,Casey's General Store
100758,35.92343055,-84.09423575,66932,Casey's General Store
100759,38.9969207,-93.95450957,47066,Casey's General Store
100760,43.54091204,-96.67204684,16707,Casey's General Store
100761,42.74888792,-93.20190776,16994,Casey's General Store
100762,41.585634,-90.610585,33756,Casey's General Store
100763,41.05659591,-88.09541093,42445,Casey's General Store
100764,38.34586694,-94.76081543,50082,Casey's General Store
100765,42.65744485,-89.03176633,35781,Casey's General Store
100766,38.00294095,-92.7568159,46604,Casey's General Store
100767,36.05697733,-90.5111343,59878,Casey's General Store
100768,42.00621185,-92.91657466,67630,Casey's General Store
100769,39.74485203,-90.24381348,34966,Casey's General Store
100770,41.7774998,-91.12899125,24025,Casey's General Store
100771,39.26716263,-94.92740489,55024,Casey's General Store
100772,40.99956756,-85.78018385,29698,Casey's General Store
100773,47.2637278,-93.61937992,55940,Casey's General Store
100774,40.32700473,-94.87322869,56768,Casey's General Store
100775,37.6842404,-88.6232976,29045,Casey's General Store
100776,41.45318823,-97.05931646,62592,Casey's General Store
100777,36.34221818,-94.19653914,49296,Casey's General Store
100778,40.01950241,-98.06696245,51745,Casey's General Store
100779,41.32385554,-89.68293518,14693,Casey's General Store
100780,41.6796852,-89.94185134,35989,Casey's General Store
100781,45.57972676,-93.58573492,11603,Casey's General Store
100782,42.88743658,-95.15364518,30384,Casey's General Store
100783,40.05749823,-95.60223782,30206,Casey's General Store
100784,42.43646041,-92.92471079,20000,Casey's General Store
100785,43.4025306,-94.82210205,12158,Casey's General Store
100786,41.84876193,-93.9230047,29683,Casey's General Store
100787,44.06562316,-93.21681606,27481,Casey's General Store
100788,40.83763057,-96.73890064,62161,Casey's General Store
100789,40.12167294,-84.35416486,70438,Casey's General Store
100790,40.87831418,-88.27087941,20493,Casey's General Store
100791,39.1025368,-87.40976105,37406,Casey's General Store
100792,36.72457133,-97.07926494,64938,Casey's General Store
100793,38.77392758,-92.25605974,26161,Casey's General Store
100794,38.87126288,-99.29970921,29861,Casey's General Store
100795,40.47882151,-96.96112185,36524,Casey's General Store
100796,42.6385411,-92.04677156,16084,Casey's General Store
100797,39.65915568,-87.4128987,36430,Casey's General Store
100798,43.12993783,-90.71103734,10695,Casey's General Store
100799,41.45941821,-87.03605217,57214,Casey's General Store
100800,43.43223979,-96.17505282,23277,Casey's General Store
100801,46.86228293,-96.85400288,39118,Casey's General Store
100802,44.28513675,-92.66951485,16960,Casey's General Store
100803,41.98588064,-92.58063635,45553,Casey's General Store
100804,36.00379952,-95.68088048,48274,Casey's General Store
100805,40.06532694,-87.70114852,44728,Casey's General Store
100806,41.02737105,-90.27894848,29607,Casey's General Store
100807,41.17482017,-96.17811742,42440,Casey's General Store
100808,38.3620772,-98.77652966,59121,Casey's General Store
100809,40.88585461,-94.56596847,29099,Casey's General Store
100810,37.72788428,-89.18594827,46887,Casey's General Store
100811,41.51852266,-94.22774983,18535,Casey's General Store
100812,36.41082505,-90.59198787,106706,Casey's General Store
100813,41.0246389,-87.72260393,55768,Casey's General Store
100814,37.06770853,-93.55125107,54468,Casey's General Store
100815,39.32182571,-88.45070682,45801,Casey's General Store
100816,40.47636385,-93.0120905,67067,Casey's General Store
100817,40.7719637,-86.08004355,112641,Casey's General Store
100818,40.9994481,-87.90750211,71299,Casey's General Store
100819,41.53114258,-90.47907134,48653,Casey's General Store
100820,37.17311114,-94.83128177,47687,Casey's General Store
100821,40.85839672,-97.59242787,23945,Casey's General Store
100822,39.56137708,-95.1419125,75269,Casey's General Store
100823,39.84066674,-96.07142247,75561,Casey's General Store
100824,36.71050837,-91.87536894,127306,Casey's General Store
100825,41.28885101,-93.80375609,42072,Casey's General Store
100826,41.62906458,-93.67692548,93873,Casey's General Store
100827,46.87611687,-96.70272705,12126,Casey's General Store
100828,39.54696765,-94.3287158,46016,Casey's General Store
100829,37.93889392,-90.7847298,57584,Casey's General Store
100830,39.99055454,-88.26232569,51402,Casey's General Store
100831,41.88914574,-91.06582309,37391,Casey's General Store
100832,40.43946969,-84.04325703,43179,Casey's General Store
100833,41.35349427,-90.38595571,53287,Casey's General Store
100834,41.61433485,-93.80093921,19679,Casey's General Store
100835,38.78961328,-94.26139617,46602,Casey's General Store
100836,40.4124328,-84.77712637,26148,Casey's General Store
100837,37.63058702,-97.78217024,37082,Casey's General Store
100838,37.00474655,-93.20187705,38820,Casey's General Store
100839,38.64932228,-92.77500316,28275,Casey's General Store
100840,42.80734716,-95.79847288,60683,Casey's General Store
100841,41.37733554,-89.21851751,29344,Casey's General Store
100842,37.05591219,-97.03947956,58429,Casey's General Store
100843,41.0931941,-88.44241925,152910,Casey's General Store
100844,41.41756814,-90.01221652,15628,Casey's General Store
100845,37.21871969,-89.52136024,22152,Casey's General Store
100846,42.10852208,-91.28018741,37694,Casey's General Store
100847,42.06799996,-90.68146833,30624,Casey's General Store
100848,47.49737417,-97.31353054,36226,Casey's General Store
100849,35.59504209,-97.62010386,17340,Casey's General Store
100850,37.61450499,-93.4085897,31917,Casey's General Store
100851,41.49892086,-93.49674634,21378,Casey's General Store
100852,42.03169468,-94.02838486,45987,Casey's General Store
100853,35.27633177,-94.47859396,109522,Casey's General Store
100854,39.07913297,-94.39843649,58419,Casey's General Store
100855,38.00295023,-89.23549176,36330,Casey's General Store
100856,40.94281699,-83.39675097,98663,Casey's General Store
100857,41.41404494,-85.74758923,42320,Casey's General Store
100858,44.7887973,-95.20704662,22838,Casey's General Store
100859,43.423146,-95.10920636,44835,Casey's General Store
100860,44.00186575,-97.10909752,18837,Casey's General Store
100861,39.81905753,-89.60619879,52514,Casey's General Store
100862,35.86039674,-97.93310439,81119,Casey's General Store
100863,41.33372579,-89.08734603,62178,Casey's General Store
100864,43.00338116,-89.53273198,23241,Casey's General Store
100865,42.04770397,-97.42223922,33330,Casey's General Store
100866,44.79496294,-91.44841742,25357,Casey's General Store
100867,36.00349415,-95.81460978,61026,Casey's General Store
100868,38.52101314,-88.01322529,20819,Casey's General Store
100869,37.7052491,-92.66859449,22212,Casey's General Store
100870,41.73038987,-92.30033876,14725,Casey's General Store
100871,37.73028922,-88.95504149,107774,Casey's General Store
100872,35.85985792,-84.0698997,58131,Casey's General Store
100873,39.28882492,-94.57455483,61590,Casey's General Store
100874,38.24382002,-93.38479363,50635,Casey's General Store
100875,43.95293298,-94.79445314,28449,Casey's General Store
100876,37.84801371,-90.51323921,94151,Casey's General Store
100877,41.06121696,-86.18976017,33317,Casey's General Store
100878,39.00825195,-94.22136577,25345,Casey's General Store
100879,41.60180591,-98.92624388,23379,Casey's General Store
100880,39.78543202,-85.75236133,43950,Casey's General Store
100881,38.97736722,-92.32569404,33371,Casey's General Store
100882,40.41646617,-95.51437441,35614,Casey's General Store
100883,37.000597,-91.70171515,36113,Casey's General Store
100884,46.86261206,-96.72479477,32041,Casey's General Store
100885,41.47479613,-93.68390222,38414,Casey's General Store
100886,41.94538331,-91.67241328,36602,Casey's General Store
100887,38.8186709,-95.68761851,56431,Casey's General Store
100888,43.08256884,-98.30233286,48904,Casey's General Store
100889,41.59161091,-94.87992507,22557,Casey's General Store
100890,39.7624559,-86.81231422,61692,Casey's General Store
100891,39.62549493,-89.00502618,50026,Casey's General Store
100892,42.03051117,-91.61397626,50888,Casey's General Store
100893,42.01307974,-91.63577246,35421,Casey's General Store
100894,41.11163646,-98.0077921,29666,Casey's General Store
100895,46.87222569,-96.74754086,15576,Casey's General Store
100896,38.97672381,-97.01913977,35692,Casey's General Store
100897,39.96106838,-89.7143871,36371,Casey's General Store
100898,38.94677158,-99.55962537,25150,Casey's General Store
100899,38.19645485,-87.29721878,113205,Casey's General Store
100900,40.70246345,-89.62681158,74920,Casey's General Store
100901,37.45997387,-89.24128794,29013,Casey's General Store
100902,43.3706016,-92.12555275,27264,Casey's General Store
100903,45.55194046,-93.22981715,16707,Casey's General Store
100904,40.09121116,-98.51881335,22155,Casey's General Store
100905,40.46764511,-95.73320203,18691,Casey's General Store
100906,44.77248566,-94.15135768,24308,Casey's General Store
100907,39.21496968,-94.47200507,93943,Casey's General Store
100908,44.89558447,-97.08550429,27127,Casey's General Store
100909,40.35870073,-91.43429996,31953,Casey's General Store
100910,41.73525066,-92.72682341,14754,Casey's General Store
100911,37.09452857,-94.51245247,39348,Casey's General Store
100912,40.77705707,-87.74219592,64875,Casey's General Store
100913,39.73524013,-93.99995029,73939,Casey's General Store
100914,41.49406893,-90.39103082,27669,Casey's General Store
100915,34.9169944,-95.3160025,56751,Casey's General Store
100916,40.66307722,-96.17855417,33690,Casey's General Store
100917,42.73119945,-93.91703358,26619,Casey's General Store
100918,40.92192918,-98.35946411,15714,Casey's General Store
100919,36.35491473,-94.14385431,62232,Casey's General Store
100920,39.01001007,-94.1976395,37170,Casey's General Store
100921,38.36094109,-98.75535664,55613,Casey's General Store
100922,40.69732754,-90.00610869,23186,Casey's General Store
100923,37.74782994,-97.26175985,53500,Casey's General Store
100924,35.33470557,-97.52939127,38160,Casey's General Store
100925,38.48285871,-100.9079178,22620,Casey's General Store
100926,36.64779342,-94.44825453,83413,Casey's General Store
100927,39.90194433,-85.38443948,48096,Casey's General Store
100928,37.91418122,-89.23530517,30668,Casey's General Store
100929,37.99438159,-87.52607536,31555,Casey's General Store
100930,42.51012853,-90.75812029,32155,Casey's General Store
100931,38.63611352,-95.819422,50195,Casey's General Store
100932,41.59828848,-90.34597293,14025,Casey's General Store
100933,43.59422944,-96.59243818,20275,Casey's General Store
100934,40.58603231,-89.64074454,71489,Casey's General Store
100935,41.29658758,-92.64908975,41156,Casey's General Store
100936,40.83937079,-89.88199394,74032,Casey's General Store
100937,41.60098494,-93.83434315,21757,Casey's General Store
100938,40.46699783,-88.97631434,30626,Casey's General Store
100939,36.66493704,-89.96833958,26887,Casey's General Store
100940,38.43800288,-89.91582572,27405,Casey's General Store
100941,39.7461888,-84.39551135,30955,Casey's General Store
100942,43.28447372,-92.81773338,17585,Casey's General Store
100943,41.75190778,-91.63763625,82158,Casey's General Store
100944,41.23988609,-95.85236417,72729,Casey's General Store
100945,39.8602241,-88.1608797,21687,Casey's General Store
100946,42.45528411,-90.67899587,67659,Casey's General Store
100947,42.45671591,-92.35583077,38979,Casey's General Store
100948,35.51383931,-97.70749689,64230,Casey's General Store
100949,46.85944464,-96.79902441,40164,Casey's General Store
100950,42.86827384,-100.5498773,61697,Casey's General Store
100951,37.40300356,-94.70538512,31153,Casey's General Store
100952,41.22634329,-96.02312684,125006,Casey's General Store
100953,41.94289769,-91.71550107,70315,Casey's General Store
100954,40.58496065,-98.40587016,17483,Casey's General Store
100955,36.98399377,-93.7171662,12414,Casey's General Store
100956,35.9802262,-84.01737168,14930,Casey's General Store
100957,37.56509309,-94.52042601,24576,Casey's General Store
100958,42.09627265,-89.83344912,36708,Casey's General Store
100959,42.16664172,-93.50007619,26948,Casey's General Store
100960,44.876183,-98.5129826,54453,Casey's General Store
100961,36.70171805,-95.62901809,112587,Casey's General Store
100962,44.95137359,-95.71752302,53474,Casey's General Store
100963,41.57396235,-90.6000932,47032,Casey's General Store
100964,46.8248526,-95.83805877,53561,Casey's General Store
100965,40.78234752,-99.74829717,35948,Casey's General Store
100966,35.98468496,-97.0345201,96330,Casey's General Store
100967,40.74210289,-93.74733388,58471,Casey's General Store
100968,40.4433541,-85.36959984,38323,Casey's General Store
100969,44.88236595,-93.88749426,20887,Casey's General Store
100970,36.27728939,-88.70635471,44760,Casey's General Store
100971,43.87209826,-95.59313447,18269,Casey's General Store
100972,42.79253879,-96.93947504,34195,Casey's General Store
100973,41.22013364,-96.00400418,90401,Casey's General Store
100974,40.60536791,-95.65519587,41668,Casey's General Store
100975,38.13602103,-96.13703341,27842,Casey's General Store
100976,38.50547173,-89.95713685,21288,Casey's General Store
100977,41.01664993,-92.80966388,48696,Casey's General Store
100978,39.47908529,-90.37613538,27973,Casey's General Store
100979,40.45923956,-92.17182618,24562,Casey's General Store
100980,41.31768446,-93.10883724,34655,Casey's General Store
100981,42.34947682,-95.46683644,31748,Casey's General Store
100982,41.33742783,-92.20488607,64976,Casey's General Store
100983,39.16463204,-91.861015,21022,Casey's General Store
100984,45.13258444,-94.52878009,22402,Casey's General Store
100985,41.64483097,-88.61079856,50939,Casey's General Store
100986,41.65349365,-93.6013573,28545,Casey's General Store
100987,34.19211292,-97.14363091,73479,Casey's General Store
100988,41.87734253,-93.67964482,23318,Casey's General Store
100989,45.66595564,-93.91189345,18588,Casey's General Store
100990,40.31114091,-88.34709908,44558,Casey's General Store
100991,38.53297502,-89.14596898,50430,Casey's General Store
100992,38.87293913,-87.43352568,33181,Casey's General Store
100993,37.1259633,-93.47977477,33953,Casey's General Store
100994,40.85835593,-96.64476813,58698,Casey's General Store
100995,45.04656485,-93.54177549,30623,Casey's General Store
100996,43.39228252,-94.48297142,32595,Casey's General Store
100997,40.37872158,-87.66915481,38217,Casey's General Store
100998,41.3958921,-89.46736042,96046,Casey's General Store
100999,42.48848053,-96.07469462,16670,Casey's General Store
101000,38.98766955,-90.96884657,154815,Casey's General Store
101001,37.76472214,-89.34954203,55533,Casey's General Store
101002,40.75592688,-86.38419668,22693,Casey's General Store
101003,42.03403244,-91.70187004,47743,Casey's General Store
101004,41.63643162,-88.66948331,30277,Casey's General Store
101005,41.66365125,-93.4639874,65760,Casey's General Store
101006,46.83624673,-96.7688199,19672,Casey's General Store
101007,42.68394462,-91.53991913,42197,Casey's General Store
101008,37.2398416,-96.9994801,61009,Casey's General Store
101009,40.14728314,-89.38141246,30759,Casey's General Store
101010,45.65065986,-95.38493441,22560,Casey's General Store
101011,36.41881773,-94.45275387,62043,Casey's General Store
101012,42.50265498,-91.45760433,27397,Casey's General Store
101013,39.80535382,-92.04223407,19036,Casey's General Store
101014,43.13007645,-95.14314329,18221,Casey's General Store
101015,41.56721791,-93.73454683,33887,Casey's General Store
101016,42.36131633,-92.78737681,19011,Casey's General Store
101017,40.03278843,-92.48899575,56946,Casey's General Store
101018,36.86784204,-87.81926445,42522,Casey's General Store
101019,46.08039978,-94.49264654,78912,Casey's General Store
101020,45.86051693,-95.37718655,46369,Casey's General Store
101021,42.37903562,-89.82135332,47889,Casey's General Store
101022,38.73115203,-90.08494773,27395,Casey's General Store
101023,39.81676061,-93.55334503,42845,Casey's General Store
101024,39.98727639,-84.19943885,109243,Casey's General Store
101025,41.93822411,-91.656279,21893,Casey's General Store
101026,38.63518948,-87.17772604,39740,Casey's General Store
101027,41.30474846,-95.39977014,42195,Casey's General Store
101028,36.57665399,-94.76837528,64219,Casey's General Store
101029,37.92195651,-95.39570702,26116,Casey's General Store
101030,43.83015948,-94.42726043,45772,Casey's General Store
101031,40.59805647,-84.95620674,42760,Casey's General Store
101032,38.18074789,-94.7025995,147391,Casey's General Store
101033,36.36903439,-96.00171185,53912,Casey's General Store
101034,41.90180021,-93.60685688,23677,Casey's General Store
101035,41.33089983,-90.66831906,11192,Casey's General Store
101036,40.13237769,-87.58936559,28391,Casey's General Store
101037,40.91259622,-90.66120329,30655,Casey's General Store
101038,39.39022499,-94.58354627,41795,Casey's General Store
101039,41.92310626,-88.72389219,70192,Casey's General Store
101040,43.36405334,-92.55652213,17817,Casey's General Store
101041,41.72294782,-88.0405159,47121,Casey's General Store
101042,42.74983473,-89.60210984,29054,Casey's General Store
101043,40.62805217,-87.69830511,40960,Casey's General Store
101044,41.62864056,-93.77221624,25649,Casey's General Store
101045,40.25858393,-85.67199341,39642,Casey's General Store
101046,36.99390918,-91.97162323,30340,Casey's General Store
101047,40.459537,-90.69434573,57121,Casey's General Store
101048,39.65824779,-91.72249029,59949,Casey's General Store
101049,39.84328595,-95.52644298,50263,Casey's General Store
101050,42.06823693,-94.87480067,18103,Casey's General Store
101051,35.05475871,-93.39272782,78869,Casey's General Store
101052,42.53923827,-90.6766517,50931,Casey's General Store
101053,37.31850639,-91.95948018,53181,Casey's General Store
101054,40.60386074,-89.53360179,29718,Casey's General Store
101055,39.5889104,-89.75951034,46733,Casey's General Store
101056,44.00209353,-96.30817809,55390,Casey's General Store
101057,36.2330461,-95.68937991,45025,Casey's General Store
101058,44.23795906,-95.63275614,37810,Casey's General Store
101059,39.01823624,-84.20060122,68753,Casey's General Store
101060,40.64076686,-97.44962798,16632,Casey's General Store
101061,41.68784367,-93.95898146,18185,Casey's General Store
101062,42.55845915,-92.45538385,18818,Casey's General Store
101063,40.14242304,-87.39871684,53953,Casey's General Store
101064,40.80209009,-90.40210352,48292,Casey's General Store
101065,41.58587207,-92.52789076,52396,Casey's General Store
101066,42.47973496,-96.35147529,55354,Casey's General Store
101067,41.44592116,-86.16732579,65126,Casey's General Store
101068,37.12931416,-94.47473202,29523,Casey's General Store
101069,41.62926173,-89.78552702,18040,Casey's General Store
101070,40.71056135,-96.50600535,87311,Casey's General Store
101071,41.98713491,-89.57820387,19337,Casey's General Store
101072,42.76459197,-95.55157067,39884,Casey's General Store
101073,40.74987327,-92.41427998,51024,Casey's General Store
101074,41.65398126,-93.75674502,48296,Casey's General Store
101075,41.32720296,-89.20874172,46636,Casey's General Store
101076,35.21793888,-97.49049825,49606,Casey's General Store
101077,40.68538524,-99.0841724,48819,Casey's General Store
101078,35.930933,-83.90249015,36303,Casey's General Store
101079,39.13435467,-95.95012015,56368,Casey's General Store
