Place ID,User Name,User ID,User Link,User Thumbnail,User Address,User Photos Count,User Reviews Count,Review Text,Review Language,Review Date,Rating,Feedback Useful,Feedback Funny,Feedback Cool
meijer-detroit,Kat L.,EoOr1KpMOJl9MXIpVXvi_A,https://www.yelp.com/user_details?userid=EoOr1KpMOJl9MXIpVXvi_A,https://s3-media0.fl.yelpcdn.com/photo/-TaABNqWiHM7PtyrXXEw3A/60s.jpg,"Detroit, MI",2,34,The worst!!! Why do you have a dozen check out lane but you too fucking cheap to pay people to work them???? I been in linen for 28 minutes and still in the wine isle.... Just waiting to get to the front,en,10/28/2022,1,1,1,N/A
meijer-detroit,Jennifer B.,DVVOGEdQGtMYkF-IheMLwQ,https://www.yelp.com/user_details?userid=DVVOGEdQGtMYkF-IheMLwQ,https://s3-media0.fl.yelpcdn.com/photo/IpLY9iyWivoLwXnKcEVlTQ/60s.jpg,"Lansing, MI",N/A,8,"This Meijer is lacking in many ways. There's never enough staffed check out lanes. Produces are unpredictably out of stock oftentimes. Carts are basically non existent. There's not enough staffs manning the self checkouts. It is very obvious at how corp is neglecting this location. If this Meijer was located in an affluent white neighborhood, you know this wouldn't fly. Why is it acceptable here?",en,9/16/2022,2,3,N/A,N/A
meijer-detroit,C K.,YPMEn8HXsaIFM27_DUcIMQ,https://www.yelp.com/user_details?userid=YPMEn8HXsaIFM27_DUcIMQ,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Detroit, MI",N/A,3,"The worst Meijer this lifetime Michigan resident has ever seen. You should stand by the front doors and hear the customers walking in and out swearing and complaining - your complete day's entertainment. Do you want a cart? No cart for you! I mean, you can walk to the back of the lot and maybe you can get one. Abandoned carts on the fringes and tons of carts in store sitting there full of junk. The staff is the absolute worst. They have no idea what they're doing, have terrible attitudes, and don't care. The store is often very dirty. The restrooms are filthy and soap, tp, etc. out of stock. Speaking of out of stock, many items are consistently out of stock. They have no idea how to run a store here. If you need help with something (self checkout issues, prices, customer service, returns), good luck. Just go to another Meijer. Worthless.",en,9/8/2022,1,2,N/A,N/A
meijer-allen-park,Jessica H.,OztqS95PMv2lCv-6TDyoaw,https://www.yelp.com/user_details?userid=OztqS95PMv2lCv-6TDyoaw,https://s3-media0.fl.yelpcdn.com/photo/FvMHoKwkFi5SWij30HJ_Fg/60s.jpg,"Dearborn, MI",N/A,69,Love the numerous self checkouts. Todays visit I needed help a few times today. Brooke and Margaret each so friendly and so helpful. I even learned a coupon type on my phone. Of course Marie in produce is equally as friendly and helpful. Meijer sure takes pride in hiring employees that love their jobs and provide customer satisfaction. Plus having the freshest produce as any market.,en,8/26/2023,5,1,N/A,1
meijer-allen-park,kendra k.,rz8nFRe4PFcqKrJxmNK5Zw,https://www.yelp.com/user_details?userid=rz8nFRe4PFcqKrJxmNK5Zw,https://s3-media0.fl.yelpcdn.com/photo/E1zj6_ZEJLwG5t1pRIsmWg/60s.jpg,"MI, MI",39,19,This Meijer is always in disarray. I walked in through the home section and there were no carts available. I lugged my items to the fresh section to find a cart but I was shocked to find no carts yet again. While walking through the aisles there were dog toys on the floor in the magazine/books section. Baskets filled with abandoned items (where you go to pick them up located at random locations in the store). I walked by the electronics section and there were about 15-20 carts filled with items just sitting there. I am not sure if the team was putting stuff away because I did not see anyone around the carts. Either way it is not a good look. Fresh side: I've noticed they are getting better at keeping items stocked. I have called corporate 3 times in the past to complain that shelves and produce are empty/bare. Meijer is more expensive so if you can stomach going to the bigger box stores I would say do it and not waste your money here.,en,1/9/2024,1,N/A,N/A,N/A
meijer-allen-park,Nicole E.,reOsjVoPYkAQyVVau2crFg,https://www.yelp.com/user_details?userid=reOsjVoPYkAQyVVau2crFg,https://s3-media0.fl.yelpcdn.com/photo/b6DY0c78LfqoJCG4VH5DQA/60s.jpg,"Royal Oak, MI",66274,4586,"I stopped here next and next door, looking for HDMI cables for my team members to connect their monitors. The electronics is located towards the back on the right side of the building. There are HDMI cables mid range and the cheapest one was $15. I bought 4 of the Belkin brand",en,2/10/2023,3,6,2,5
meijer-allen-park,Sheldon M.,g86AD-YNZt4jBqCJlWpylQ,https://www.yelp.com/user_details?userid=g86AD-YNZt4jBqCJlWpylQ,https://s3-media0.fl.yelpcdn.com/photo/JNKb9LgYVwWGW3-Mm6o31g/60s.jpg,"Detroit, MI",179,52,"I don't know which Meijer near Detroit is worse -- this one or the one on 8-mile/Woodward. EVERY SINGLE TIME I place a curbside order there's an issue! Be it missing goods, mixing orders, random non-approved substitutions, long waits or them flat out cancelling my order it's ALWAYS something. This is a hell of a different experience from Texas' HEB and makes me dread ordering from y'all . Do better!",en,12/27/2023,1,1,N/A,N/A
meijer-allen-park,Emil C.,zFo--zdHXg6KJ1RYd8r1BA,https://www.yelp.com/user_details?userid=zFo--zdHXg6KJ1RYd8r1BA,https://s3-media0.fl.yelpcdn.com/photo/btoDrORnOEowX_F5PqED6w/60s.jpg,"Irvine, CA",11284,2052,"After eating lunch at the Chick-fil-A across the parking lot, I stopped in here to pick up some drinks. Since I only had a couple of items, I opted for self checkout. We don't have Meijers back in CA, but I found this one to be clean, well stocked, and well organized. Also the prices were good.",en,12/1/2022,4,1,1,1
meijer-allen-park,Eric E.,OUgNqGQaF_-ZUnTgDQiJWg,https://www.yelp.com/user_details?userid=OUgNqGQaF_-ZUnTgDQiJWg,https://s3-media0.fl.yelpcdn.com/photo/274YPvNHlLkkDQ-jVVARHQ/60s.jpg,"Downriver, Allen Park, MI",70,109,"This store deserves to be closed. They never have anything in stock and refuse to hire more staff. No longer can you use supply chain issues as an excuse for being a complete dumpster fire. I've never once seen a manager doing anything while customers are forced to wait 20 minutes and bag their own groceries. Apparently there's a new store director according to employees and I can tell you first hand this person needs to be fired immediately, they are clearly not qualified to sweep the floors. Will anything change? Of course not, I can only hope I see the director one day while I'm there so I can let them know how their performance is.",en,6/13/2023,1,N/A,N/A,N/A
meijer-allen-park,Joey B.,wfZAJpwK6JRVTpaWFlAyCA,https://www.yelp.com/user_details?userid=wfZAJpwK6JRVTpaWFlAyCA,https://s3-media0.fl.yelpcdn.com/photo/7ddHrklmvbBYOJBtdjPoLg/60s.jpg,"Dearborn, MI",3,43,Not sure how often the fishing and lure section gets restocked but i've been in and out of there for a month and the whole aisle seems to remain the same. Same lures out of stock. Same lure trays not in stock. Meijer is a great place to buy tackle most the time but this location not so much.,en,7/23/2023,2,N/A,N/A,N/A
meijer-allen-park,Melissa M.,17e8eLvj9671AZIlrwZFlw,https://www.yelp.com/user_details?userid=17e8eLvj9671AZIlrwZFlw,https://s3-media0.fl.yelpcdn.com/photo/PyCZ_fBDi71FbcPAOaHmVw/60s.jpg,"Hazel Park, MI",65,543,"Been on hold with them for 15 minutes. Not sure what the issue is with this store. They claim they're out of multiple items that I NEED for what I'm making tonight, and the app says there are ""no substitutions available"". At all?? If I have to go back to the store to get items they ""are out of"" what's the point?",en,6/15/2022,1,1,N/A,N/A
meijer-allen-park,S H.,d_F8VbEm2dJOFCGXiLHnYA,https://www.yelp.com/user_details?userid=d_F8VbEm2dJOFCGXiLHnYA,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Southfield, MI",N/A,7,"7:30pm on a Wednesday evening and there's only one register open. The line is into the women's clothing department, ridiculous to say the least. Apparently miejer thinks everyone should ring their own groceries up, so they don't have to pay for a cashier.",en,4/26/2023,1,N/A,N/A,N/A
meijer-allen-park,Kevin Y.,hcE-nUoiadwKnYtxiRQDQA,https://www.yelp.com/user_details?userid=hcE-nUoiadwKnYtxiRQDQA,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Downtown Detroit, Detroit, MI",N/A,1,No fitting rooms. Seems like a pretty shady business practice. We should be able to at least know if something fits before we buy.,en,4/22/2023,1,N/A,N/A,N/A
meijer-detroit-2,RE A.,RMxvK_J_Pn3qWUxug8-8zw,https://www.yelp.com/user_details?userid=RMxvK_J_Pn3qWUxug8-8zw,https://s3-media0.fl.yelpcdn.com/photo/DZeCbrd0FJdI8ia4RfPkPQ/60s.jpg,"Detroit, MI",1343,474,"there is nothing bad to say about Meijer friendly Acres accept I need more money every time I come here LOL. Thank you very much for building one here in Detroit. This store has everything. I love finding deals by picking up the circular when I get my cart. It gives me a moment to stop and look at my list and figure out where I'm going first.When I go down the aisles I know that Meijer will help me with my math, because they prominently features their prices broken down by unit and weight; usually right next to The National brand product of the same type. That is just what every cost-conscious Shopper needs.Meijer has my favorite socks and always fresh bread at 3 AM. Yes I go to the grocery store early in the morning to beat the rush. I like The Fast checkouts and The Friendly clerks who will help you if you have an issue with your register. I have found some of the best deals at 3 a.m. while they are restocking the shelves. Probably because they know putting it out at 3 a.m. will get it out of the store quickly. LOL that's how us bargain shoppers roll, we get it and we go. If you're in this area be sure you stop at this store for Great Deals and friendly service. Thank you very much Meijer friendly Acres you are still my favorite grocery store oops scratch that you're my favorite store.",en,11/3/2017,4,4,1,2
meijer-detroit-2,Lisa H.,t9jWiZNzV-c5VsEK0sLBZg,https://www.yelp.com/user_details?userid=t9jWiZNzV-c5VsEK0sLBZg,https://s3-media0.fl.yelpcdn.com/photo/lTjUznh3pA03EnhsIDezbA/60s.jpg,"Bakersfield, CA",115,198,"Sadly, this is a message to Meijer Corporation as a whole. I have worked for you since I was in Highschool at multiple locations and I never realized how discriminatory your different locations could be. Maybe it was because I was raised in a way where I never thought much of discrimination in the workplace. I was treated normal and because I was raised by a white family, I got treated different than when I was on my own. Once I left my family, my eyes have opened to just how discriminatory people and businesses can be and how they treat us of ethnic descent so differently. For instance, this location in particular closes at a particular timing everyday! Customer Service should be open and available until 10PM every single night at every single location and store closing should be midnight at every single location. This location closes at 11pm. You don't have enough staff at this location or the one at 28800 Telegraph location. And at that location, the self service is closed. Why is this? Almost ALL Meijer facilities I have gone to in a predominantly Caucasian location, they are always open until closing. But in this one, you make us all line up like idiots and a few cashiers I feel so badly for because they are responsible for getting us all checked out within a timely manner. And oh wow, know what I realized? They're all of ethnic descent too with a few whites who sadly probably are low income. This really is saddening to realize how your company has fallen because it didn't used to be this way! It used to be great but now, you're no different than many corporations who stereotype and lower standards while raising the cost to the consumer! Where is the heart started by your descendent Frederick Meijer? I bet he would be rolling around in his grave! He worked hard, you guys at the Top are hardly working and you let the grunt workers carry your weight! Make all the Meijer the same across the board. Treat everybody poor and rich, white and black alike the same and see how different stereotypes can change and everyone can feel good about themselves.This location and the one on Telegraph also need more employees, that's just a gimme and stop acting like only us ethnics steal because trust me, it doesn't matter your ethnicity, a thief is a thief and even you in the upper community do it to us all the time just by price gouging, omg!!Also, my husband pointed out a very good fact. All the management and people in higher authority are also white. Maybe allow ethnics to have some power too. This is the Year 2021!! It's time for change. What we're doing now doesn't work, how can we change no matter where or how small or big it may seem, how can we change to truly change the world! Yes, it seems odd starting at a store but it's in the mindset and if we start on one place at a time and work to do better than before, we can change our world for everybody and we can all be happy in who we are and in what we do. It's why I make reviews because even my voice with a ripple effect, can move mountains! So, what can yours do?",en,6/14/2021,1,3,1,N/A
meijer-detroit-2,Amy B.,qibGLHABNReGeJr2w4_8yQ,https://www.yelp.com/user_details?userid=qibGLHABNReGeJr2w4_8yQ,https://s3-media0.fl.yelpcdn.com/photo/Epvt1RAknpYooac0-SwZYA/60s.jpg,"Rochester, MI",940,1778,"I'm so happy to write a review for this Meijer's for a variety of different reasons. For starters, it's the second one to open up in the city of Detroit, bringing a breath of fresh air to a neighborhood that has long been forgotten.  This location is built on the site of the old Redford High School, and they pay tribute to the school inside and outside of the store itself.Detroit hasn't had a decent grocery store in ages. Plenty of small places here and there, but nothing like this.  It's no small miracle that this place opened.  Overall, the store is superb. Partly because it's new, but also because it's a Meijer, so I know they will keep up on the store looking good.  Everything here is new-from the floors, the walls, the parking lot and much much more.There's plenty of lighting here and a full time Detroit Police officer on duty here.  The car is always parked out front, with a uniformed police officer to prevent crime inside and out.  This was a local concern for other shoppers safety, as crime can be a problem in this area.  Also, plenty of door security here to prevent shoplifting. Kind of like how Best Buy has....a little kiosk at the front with a staff member saying goodbye.They have all the same sales that every other Meijer's does, and I'm happy to shop here.  Prices are great, and it's a much needed boost to the area. Hopefully, they will inspire other stores to move back into this area, making it come alive and revitalizing the area as needed.",en,7/7/2015,5,4,N/A,1
meijer-detroit-2,Monica A.,EVvEMU9Sf8fCw971SAnECA,https://www.yelp.com/user_details?userid=EVvEMU9Sf8fCw971SAnECA,https://s3-media0.fl.yelpcdn.com/photo/4O046CRfkhoO98UUzrPcPA/60s.jpg,"Detroit, MI",222,134,"One of my least favorite stores. Not well laid out. One aisle has 4 different signs set 1/2 mile apart each so you wind up roaming the store in search of your one item which was in the aisle you were in but the signage was 2 miles up so you didn't know. Hey geniuses, how scour 1 F'ing sign with what's in the entire 2 mile aisle. And I'm just curious...has all 31 lanes ever been opened or used?Oh Sunday afternoon and there's no fresh ginger WTF? Is there a shortage I'm not aware of?",en,1/6/2019,3,1,N/A,N/A
meijer-detroit-2,Lynne G.,ZAdtGYFq7qcpSm4FVPND7Q,https://www.yelp.com/user_details?userid=ZAdtGYFq7qcpSm4FVPND7Q,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Detroit, MI",N/A,5,Great service here!!! They do a great job at keeping it clean and well stocked!!! I shop here often and get my meds also,en,8/28/2020,5,N/A,N/A,N/A
meijer-detroit-2,Jasmine H.,gy1AXwY6xe1KwhPulhg46Q,https://www.yelp.com/user_details?userid=gy1AXwY6xe1KwhPulhg46Q,https://s3-media0.fl.yelpcdn.com/photo/vK8a7A9epiPuf0zw-bFtIQ/60s.jpg,"Detroit, MI",631,136,I wish I could give this place 2 and half maybe. I came in on Super Bowl Sunday so of course you know this place is going to crowed and it was! My thing is the place was not the cleanest and this store if fairly new. Went to bottle return and to my dismay all but one bottle return was full with people waiting in line. However I gave the place 2 and a half because it was a worker who noticed the bottles and after I said something about the bins being full they did immediately change the bins and clean. However I just felt like it should of been people on guard to clean the area without someone telling them. Not coming back soon if I can avoid it.,en,2/6/2018,2,2,1,1
meijer-detroit-2,Shante M.,2ItMxRyNOF2j7CzRlHLoLg,https://www.yelp.com/user_details?userid=2ItMxRyNOF2j7CzRlHLoLg,https://s3-media0.fl.yelpcdn.com/photo/DpCpJTqhZLTKbQjJ5rraRw/60s.jpg,"Houston, TX",19,68,It's a good store it is not the best Meijers that I have been to nor is it the cheapest. The fruit at this location is super subpar for a Meijers store but with that being said it is still better than %95 of the produce of most Detroit super markets so...,en,10/14/2016,4,1,N/A,N/A
meijer-detroit-2,Jessica R.,Hs_FanHAu2aDMO7lRTCN2A,https://www.yelp.com/user_details?userid=Hs_FanHAu2aDMO7lRTCN2A,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"San Francisco, CA",N/A,1,I been going to this Meijer  since they opened!! 1. The employees walk around talking on there phone's. 2. They Don't know where any thing is at in the store if you ask them. 3.Then the place would be packed & only have 4 lines open. I worked at a Meijer  before when we got busy they would call people to the cash register's & open more up. There some rude employees & there are SOME nice one's. The pharmacy is great. And the cops at the door are nice.,en,4/11/2020,3,N/A,N/A,N/A
meijer-detroit-2,Adam C.,Vn1XgiGyBdQ9KWiVjXhOyQ,https://www.yelp.com/user_details?userid=Vn1XgiGyBdQ9KWiVjXhOyQ,https://s3-media0.fl.yelpcdn.com/photo/ciSV-pZfJ_PuEl9qESAKRQ/60s.jpg,"Warren, MI",1,14,"Go here nearly every day to get gas and coffee, friendly staff and the coffee is always hot and fresh.",en,4/25/2017,5,2,N/A,N/A
meijer-detroit-2,Rihk A.,3CetTSaF8Y_hf3jmrTJg_g,https://www.yelp.com/user_details?userid=3CetTSaF8Y_hf3jmrTJg_g,https://s3-media0.fl.yelpcdn.com/photo/kRDKBbm3V9FFkK2JF-V4iw/60s.jpg,"Belleville, MI",N/A,1,"Terriable customer service in the deli area, I came in and waited 15 mins while she took the chickens out and was the only person in line. She finished and helped 2 people that just walked up after she seen me standing there and waiting.",en,1/7/2018,3,N/A,N/A,N/A
meijer-warren-5,Adrianne B.,XRJiNDTxz-3A48yFPqEjug,https://www.yelp.com/user_details?userid=XRJiNDTxz-3A48yFPqEjug,https://s3-media0.fl.yelpcdn.com/photo/UuwriKtVR1pzmFGOgRqDBg/60s.jpg,"Grand Rapids, MI",198,345,This location's layout and selection is decent. The parking lot gets a little crazy at peak times. Their staff are always courteous and hard working. But the lack of open checkout lanes for higher item count transactions is abysmal. I waited for 25 mins on a post-holiday weekday late morning.,en,1/18/2024,3,N/A,N/A,1
meijer-warren-5,Nicole E.,reOsjVoPYkAQyVVau2crFg,https://www.yelp.com/user_details?userid=reOsjVoPYkAQyVVau2crFg,https://s3-media0.fl.yelpcdn.com/photo/b6DY0c78LfqoJCG4VH5DQA/60s.jpg,"Royal Oak, MI",66274,4586,"Stopped in to grab some facial lotion. Had to return another lotion for sensitive skin. No need for sensitive skin type facial lotion for me. Looks like a fairly newer store from the outside. Only 3 registers manned, more self-checkouts are open. 1 person at the customer service desk. Customer service desk is the slowest. She forgot to scan the sonicare to clear me through the exit. I had to go back to get the one item cleared so I wouldn't keep setting off the sensor at the exit.",en,12/14/2021,2,2,N/A,1
meijer-warren-5,Rebecca R.,pfwsjTLT_SmB8f8htPVKcg,https://www.yelp.com/user_details?userid=pfwsjTLT_SmB8f8htPVKcg,https://s3-media0.fl.yelpcdn.com/photo/_yxPXD1w33j61l7XARBCZw/60s.jpg,"Detroit, MI",85,157,I primarily do grocery pickup because the lines for checking out are very long most of the time. When I do go in the store it's clean and organized. I can almost always find what I'm looking for. When I do pickup orders the staff is always very nice and friendly and helpful. They felt like I waited to long on my last pickup so they gave me a coupon for $15 off my next purchase! Shoppers who are not doing grocery pickup park in the pickup spots so sometimes it's hard to park.,en,7/16/2023,4,N/A,N/A,N/A
meijer-warren-5,Abbey M.,0lyi5XdVkhb6U828N3C-rw,https://www.yelp.com/user_details?userid=0lyi5XdVkhb6U828N3C-rw,https://s3-media0.fl.yelpcdn.com/photo/GM17h2rssyYE73FPBVynhg/60s.jpg,"Clawson, MI",49,131,"I'm am so sad my neighborhood has been ruined and depreciated in value after the vote to zone this area where Meijer now stands as commercial.   It of course started out superb!  Yet, faster then you can snap your fingers it turned into a total shit show!   The whole perimeter of the property is riddled in trash left behind from trashy people and clearly not enough employees or proper management to care about cleaning it up.  The parking lot is a magnet for those who did not take drivers training or understand the rules of operating a vehicle ( fyi - those yellow lines do not represent  two lanes for one way traffic ). This is the same for the interior.  I swear - it's a full blow circus entering and leaving this place. Wild animals, empty shelves and 4 lanes available to checkout.  Why do you pay someone to greet you if they are just going to be on their phone, talking to their busy or just stare at ya with a blank look.  ""Hi! Welcome to Meijer!""  with a genuine smile would make sense.This place is a haven for thieves, crime and trash!",en,1/13/2022,1,2,N/A,N/A
meijer-warren-5,Frederick W.,EnvMzu9Dk0M-2sFhuyP4_Q,https://www.yelp.com/user_details?userid=EnvMzu9Dk0M-2sFhuyP4_Q,https://s3-media0.fl.yelpcdn.com/photo/zgAkwPb2LC_vcxEX5vxgXQ/60s.jpg,"Midtown, Detroit, MI",12,13,When will This Meijer be back on 24 hour status? I know it's been three years since the pandemic started and most people are vaccinated. So shouldn't use the pandemic as and excuse anymore. All Meijer's should be back on a 24 hour business schedule that's what you advertise this business to be.,en,3/7/2022,3,1,N/A,N/A
meijer-warren-5,Sunshine V.,trppd5mj7c4bcqxrV8iYGQ,https://www.yelp.com/user_details?userid=trppd5mj7c4bcqxrV8iYGQ,https://s3-media0.fl.yelpcdn.com/photo/MOeuT0MjdLrJqXyWveq2LA/60s.jpg,"Warren, MI",449,137,"Recently moved to Michigan and this place is only open late so I often shop there late and although there's probably less employees working (it seems like) compare to daytime, there's never a long checkout line and each time I shop there and checkout, its been a breeze with no issues. Employees seems nice and always greet you at the entrance when you walk in/out. Place is clean and I like that. Inventory options are great as well. They have a lot to choose from which is great. Last but not least, they have a starbucks inside right by the ""Fresh"" side entrance, its very convenient for me on the way out or just grabbing some Starbucks inside and out the next without walking too far. That is, unless you park on the ""Home"" side of the store its a bit of a walk, lol. This store is big, so I'm glad it has a lot of things I can shop.",en,11/6/2020,5,N/A,N/A,N/A
meijer-warren-5,Lauralyn C.,m71ZDCCdFYRxBNqtBKNP5g,https://www.yelp.com/user_details?userid=m71ZDCCdFYRxBNqtBKNP5g,https://s3-media0.fl.yelpcdn.com/photo/yy2WTN3bRheSzTAGpRdWrA/60s.jpg,"Warren, MI",1332,213,"The staff is always very helpful and friendly, but because they are such a busy location, they have a high turnover of stock. They are constantly stocking all night long, and if you come during the early afternoon, majority of the in-demand items or sale items are out and waiting to be stocked again. They usually have plenty of cashiers and lanes open, but sometimes, (maybe during shift change, idk) there are only a few lanes open and lined up all the way back into the clothes department. Plan accordingly. (They're hiring to alleviate this, so I'm not knocking starts off for it!) All the deli and meats are pre-packaged so once they're put out and bought, you'll have to wait until the next time more comes out.",en,4/9/2020,4,3,2,3
meijer-warren-5,Tanjina J.,N0StIRl5TDNHtgWrHzaekQ,https://www.yelp.com/user_details?userid=N0StIRl5TDNHtgWrHzaekQ,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Warren, MI",4,7,"The old man that greets customers by the product door is really nice, 5 stars just for him:)",en,6/9/2022,5,N/A,N/A,N/A
meijer-warren-5,Kevin J.,MTGAAgWOlZhTjKP_VI_kNg,https://www.yelp.com/user_details?userid=MTGAAgWOlZhTjKP_VI_kNg,https://s3-media0.fl.yelpcdn.com/photo/yi8EdzP8nL63ELW1yfI8xA/60s.jpg,"Detroit, MI",1609,562,"This Meijer is on the smaller side for a Meijer, I think, but it's still a Meijer so it's still freakin huge. And even though it's newer than the 12 Mile and Mound Meijer the sheen is already off it and it'll probably be straight up run down just a couple years down the road.    There's just something depressing about this particular Meijer to me. I think it's the neighborhood, as I lived a mile and a half down the road for about 3 months long ago during a somewhat sad period of my life. So yeah, I'm probably projecting or bringing personal prejudice here, but hey, it is Yelp, right? All in all, I'd much rather drive to the 12 Mile and Mound Meijer cause that one's my jam.    Still, this big box store is packed with so many necessities I can't dog it too badly, especially not in these days of March 2020, when the coronavirus pandemic hit Michigan. I wish future readers of this could come back in time and tell me how things worked out. Or do I really wanna know? It's good having Meijers to mask up and stock up but this location is not my first choice.",en,3/19/2020,2,1,1,1
meijer-warren-5,Ty B.,154ulmN19eemiaO98w5WBg,https://www.yelp.com/user_details?userid=154ulmN19eemiaO98w5WBg,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Royal Oak, MI",3,24,Anyone in this mother fucker know how to answer a phone? I called up and sat on hold for about 20 min until the call just ended with no response,en,1/8/2022,1,N/A,2,N/A
meijer-warren,Nicole E.,reOsjVoPYkAQyVVau2crFg,https://www.yelp.com/user_details?userid=reOsjVoPYkAQyVVau2crFg,https://s3-media0.fl.yelpcdn.com/photo/b6DY0c78LfqoJCG4VH5DQA/60s.jpg,"Royal Oak, MI",66274,4586,"Picking up some basic items for the week or the next few days at least. No directional arrows down the aisles here. Here to get basic essentials here. Oat milk for coffee and almond milk for our oatmeal and corn chips with the garden fresh salsa. Looked for some peroxide, since I have seen it in ages at any stores. Did you have plenty of toilet cleaning wipes though. I had no idea that there could be so many varieties of tumblers and drink containers.Lady Gaga Oreos, really? Had no idea they Oreos was working with celebs to make special edition cookies for them. The aisles would make you think it's either Easter or Valentine's or both, heavily laden with both. It's late and as such only 1 manned register. Slow very slow to exit. 2nd in line but customer in front of us with her M Perks coupons. Too much stuff for self-checkout. Antibacterial dispensers here and there throughout the store.",en,2/8/2021,3,9,1,5
meijer-warren,Sally H.,1mfZpuZ_pNqwhkMLRTDJjA,https://www.yelp.com/user_details?userid=1mfZpuZ_pNqwhkMLRTDJjA,https://s3-media0.fl.yelpcdn.com/photo/CGsHZF5CKBXWPmkDnwQvFg/60s.jpg,"Warren, MI",60,133,"Came to this location because 13 Mile didn't have what we need (as usual). Five of the self serve registers were open and two cashiers had lanes open.  The guy running the self serve only has that many open because that's all he can handle, according to him.  It was cute that he laughed about it while shoppers were piling up not being able to use the self-serve registers.  I'm not sure what is so difficult about him having to run all of the self-serve registers - will he have to walk back and forth a bit more? Punch a few more numbers? Service a handful more people?  That would be awful.  So, while this store has a better selection, their service isn't great.",en,9/10/2023,2,N/A,N/A,N/A
meijer-warren,Joseph H.,vriXry6LNOrRdTFyZhOBcA,https://www.yelp.com/user_details?userid=vriXry6LNOrRdTFyZhOBcA,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"MI, MI",1,3,"Absolutely cannot stand this meijer the staff is unfriendly and incompetent except for a very small minority. Products are on the shelf with codes and prices but you only find out at the checkout counter that they cant sell it to you because its "" not in our system "" and item i have previously bought on multiple occasions. If you could go to any other Meijer i highly recommend any other location but this one.",en,10/3/2023,1,N/A,N/A,N/A
meijer-warren,Katie M.,cTRlf6rPWaNk86ke6-M0WA,https://www.yelp.com/user_details?userid=cTRlf6rPWaNk86ke6-M0WA,https://s3-media0.fl.yelpcdn.com/photo/vKExotQx3B1Urp203muXYA/60s.jpg,"Sterling Heights, MI",3,1,"Walked in to do my usual shopping and I tend to stay away from the fish area because it's always very upsetting. But of course out of curiosity I peeked over. I was slightly impressed because the front tower of tanks is usually so foggy brown you cannot see any fish unless they come right up to the glass. But this time 2/3 tanks were actually mostly clear. But then I made the mistake of walking to the ""betta"" section. Not even sure if you can call it that because they were all just thrown on the shelves with no tags. They were absolutely horrible. Worst I've ever seen anywhere I've been. Green algae, dirty brown water, two cups weren't even half full for these poor fish. I asked to speak with a manager from the animal section and the man they sent had originally had to get someone higher up. I work at a pet store in the area and also have been keeping fish for 8 years now and was willing to take the fish (because they are definitely going to die in their care) or even buy them at a discounted cost. The manager they sent over was very short and didn't seem to care much. He told me he would have someone clean it and that they do not discount fish at all. Then he said they would be able to take $5 off per fish and the fish were ""probably like $20"" but he couldn't check the price. They had 7 dying fish sitting there being neglected but oh well I guess?",en,9/28/2022,1,N/A,N/A,N/A
meijer-warren,Max G.,IfuYkO2AURgxDW7r70_4eg,https://www.yelp.com/user_details?userid=IfuYkO2AURgxDW7r70_4eg,https://s3-media0.fl.yelpcdn.com/photo/YmvkMELAWancnnXmnUCUmw/60s.jpg,"Troy, MI",197,237,"Yup, its Meijer... huge store with everything you need.  Not much to say here.  Very typical with usual traps.",en,10/21/2020,4,N/A,N/A,N/A
meijer-warren,Eden K.,LgWo8RmeYtMz5oZZhgOxZQ,https://www.yelp.com/user_details?userid=LgWo8RmeYtMz5oZZhgOxZQ,https://s3-media0.fl.yelpcdn.com/photo/tYiCARKFCsYrgbDFB77wqw/60s.jpg,"Warren, MI",3,7,The fishes make me sad. I want to save them. Beta fish containers are too small. Oh no. Their fins- not nice. Sorta dead looking. Didn't get.to taste their homemade pastas. I saw the fish and i had to go. They made me too sad for pasta time.,en,5/18/2019,1,3,3,2
meijer-warren,lori t.,xKQ9EOW8jLekl3lt3CyLfA,https://www.yelp.com/user_details?userid=xKQ9EOW8jLekl3lt3CyLfA,https://s3-media0.fl.yelpcdn.com/photo/aq5I6J6VTIo8AXU_UuodZg/60s.jpg,"Warren, MI",N/A,55,"There are 36 lanes at this Meijer's good luck finding any cashiers that are open.  I was the 14th, that's right, the 14th customer waiting in line. I even called the store to inquire about opening another lane, no luck. I even had to find my own cart !",en,5/28/2021,2,N/A,N/A,N/A
